"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"rank"
"ST3GAL1"	0.5240437371454	7.43199848061513	173.344605026713	5.51879901351754e-08	2.74271035510277e-06	-7.25815542200824
"ST6GAL1"	1.31311509755421	4.97610416539075	386.840662206793	5.61788382691104e-08	2.78239164057491e-06	-7.25042724588438
"ENO1"	0.393314807697279	9.93809476648875	73.6140623216848	5.64196167703753e-08	2.7847798557446e-06	-7.24856986811111
"ZDHHC8BP"	0.800830766466674	6.25613253829327	233.299995117474	5.78843545003128e-08	2.84735896184872e-06	-7.23743880539815
"EHF"	1.00187332482962	5.65639771918531	347.36029096893	5.99338988477677e-08	2.93818320385226e-06	-7.22232746945861
"PRKAR2B"	0.819749640852441	6.17924145136554	289.665147097062	6.7099118571606e-08	3.26729782081672e-06	-7.17328318477888
"CD9"	0.608229125226005	6.98359939235074	198.89986152131	7.77340151250602e-08	3.7472977557954e-06	-7.1093888994935
"MDK"	0.374652447727191	8.34418510577105	87.2783127699592	8.07585332862433e-08	3.8801658085902e-06	-7.09281157719095
"INPP4B"	1.35175417580654	4.86460068923563	426.448415455008	8.85161472372295e-08	4.22482020245813e-06	-7.05297749747891
"BEX1"	0.619866426802051	6.917534776537	236.772442894759	8.9488051204554e-08	4.25715854118507e-06	-7.04823494951492
"TEAD1"	0.429839014064815	7.94212476269828	81.0301102379222	9.18973214640728e-08	4.35743955086367e-06	-7.03669714683288
"BMPR1B"	1.05602754753213	5.47642019762353	290.586142410811	9.55080678505815e-08	4.50058866693821e-06	-7.01995994071997
"SNHG8"	0.535245902820894	7.32045389372628	184.920254828429	9.55387028592193e-08	4.50058866693821e-06	-7.01982065948251
"EPHX2"	0.701952481957627	6.56620301125907	254.253881007773	9.73987460833894e-08	4.57331385018824e-06	-7.01144663421553
"RHOC"	0.61231229131448	6.94248537433791	181.076346948546	9.8207114848034e-08	4.59634723279051e-06	-7.0078570475765
"CYCS"	0.312391117669798	8.8376202670778	77.2974683133449	1.04177064203744e-07	4.8444009727156e-06	-6.98222788551034
"HSPD1"	0.484606180183793	10.6771989604273	67.4873690629488	1.09228354422879e-07	5.04978720162709e-06	-6.96166460915008
"CDK19"	0.564737537840983	7.15749420461454	182.132088151849	1.09292172182912e-07	5.04978720162709e-06	-6.96141094234588
"CA12"	1.3325933578593	4.87792225796497	456.135142945401	1.11623061205473e-07	5.141059589661e-06	-6.95224607135157
"ACSL3"	0.315715112529751	9.07352242010275	67.1518363476593	1.13406643008823e-07	5.20662498791618e-06	-6.94536150507648
"ANKRD30BL"	0.530500943267378	8.44192069140185	66.7883209263785	1.18133797197239e-07	5.40649042742554e-06	-6.92762583620155
"CAMK2D"	0.476694917787929	7.61920398943987	163.949384884743	1.25610432751222e-07	5.73053021592482e-06	-6.90097428816155
"SDC1"	0.73809983547726	6.39337623858105	254.923766525392	1.40199985838635e-07	6.35602569027691e-06	-6.85325203023671
"PTK2B"	0.7490840222866	6.34735983701613	191.389803829103	1.48869839638418e-07	6.72798631515877e-06	-6.82719327944973
"SERP1"	0.430922805482425	7.88676680220039	104.593984967611	1.49582378149483e-07	6.73912882491535e-06	-6.8251195663861
"SMIM14"	0.406517181832162	8.04547815052736	116.162239744102	1.59829651412905e-07	7.15621182270414e-06	-6.79634264773525
"SLC11A2"	0.494916552087499	7.47222878737133	163.637419795505	1.89815246845247e-07	8.44648646115679e-06	-6.72166890595082
"ETS2"	0.914820577404455	5.7817197543989	328.454617884316	1.97996551565411e-07	8.75665482794791e-06	-6.70334237362309
"GPM6A"	0.621946604717979	6.82686935523033	222.445508396028	2.03818490580434e-07	8.98665552065315e-06	-6.69075641899113
"ESRRA"	0.665783668975095	6.63786509442337	159.402344138073	2.05411773342817e-07	9.02937710055871e-06	-6.68737466808399
"SNORA53"	1.71879558168534	4.64232577639272	61.8372119316538	2.09816470059266e-07	9.19504784847608e-06	-6.67816042379209
"RNY1"	0.9146342975077	5.77046867346997	136.62413208359	2.22319108137876e-07	9.68427392135531e-06	-6.6530232084562
"ITPR2"	0.586353641275455	6.97343866385734	204.967929324864	2.40977157381048e-07	1.04341666169004e-05	-6.61802412295847
"GSTM3"	0.890944558462186	5.83110399284723	261.056052156203	2.43541993542272e-07	1.05137442107711e-05	-6.61342614331482
"DDC"	2.21372263881323	3.69515938177844	435.406571696804	2.62280922590596e-07	1.12555095029828e-05	-6.5812332973431
"RNU2-59P"	0.95948882664621	8.19904327157142	59.9408106666175	2.63955425005443e-07	1.12938560841086e-05	-6.57846940763265
"NFIB"	0.413752220997118	7.95818274636909	59.6667262637508	2.72985776684366e-07	1.16457826029773e-05	-6.56385998031607
"HSPA9"	0.341303514131398	9.68060483223514	59.6302396656511	2.74213453418669e-07	1.16637498921788e-05	-6.56191124173411
"GPC6"	0.846213855211148	5.94515045519547	287.055059212197	3.06287706857521e-07	1.29518503408581e-05	-6.51387043365729
"CDH1"	0.418321234922405	7.89119717587093	133.024751917283	3.24650248599836e-07	1.36883145634135e-05	-6.48858426023156
"AK4"	0.774216870694976	6.17544022861833	281.058250918743	3.34943146965951e-07	1.4005828030472e-05	-6.47502890357319
"DNAAF5"	0.664688871808527	6.58435691985101	240.892836069197	3.60857857810517e-07	1.50395571748003e-05	-6.44266383334365
"SNHG15"	0.813344473412011	6.03306655503432	200.991851700676	3.65711969220071e-07	1.51545171887125e-05	-6.43686082560354
"GGT1"	1.28721135935831	4.84476027209348	358.517251641596	3.77662039579063e-07	1.56049954754069e-05	-6.4228966657678
"ABCC11"	2.26455038847864	3.61051898922589	533.365047071636	4.20091921981739e-07	1.72790248011359e-05	-6.37665566950339
"FLNB"	0.397465228841552	8.00845374390816	133.993483832117	4.20565394136347e-07	1.72790248011359e-05	-6.37616646572944
"RAB27B"	0.746919406022493	6.24391643669364	238.195012198569	4.40895807843064e-07	1.8062989158715e-05	-6.35566403054378
"CNTNAP2"	1.28477655968289	4.83027048021804	326.063402533229	4.56262116607901e-07	1.86397252270719e-05	-6.34078558915228
"LRPPRC"	0.405822488226511	7.9399322109647	122.45046701983	4.58821352222353e-07	1.86914771713793e-05	-6.33835637948793
"GDF15"	0.931208909884584	5.64837923516379	283.507919758349	4.61091934750299e-07	1.87312122481989e-05	-6.33621247423272
"EIF3E"	0.31043209533402	8.69611778063143	84.4304534274215	4.87615981010466e-07	1.97532277797573e-05	-6.3119220693561
"FGF13"	0.838496236525766	5.92040789310373	283.370023349496	4.90603437287162e-07	1.9818734385606e-05	-6.30926941334607
"EIF3B"	0.303024741035561	8.76249285625679	69.5601262060482	4.97264654175201e-07	2.00318702748796e-05	-6.3034124095436
"PLXNA2"	1.02460728379887	5.38742320905539	324.928220408691	5.1407916706207e-07	2.06517025390324e-05	-6.2889699954586
"RPL22L1"	0.441851962616259	7.68556921718949	111.642899097493	5.20130719340792e-07	2.08369264905998e-05	-6.28388749568448
"CD320"	0.497919806769561	7.34847943628348	111.158374661545	5.22039039821258e-07	2.08556038505387e-05	-6.28229701779283
"DAZAP2"	0.300892060993893	8.88443284719415	54.4345670288515	5.31409936126013e-07	2.11133255391604e-05	-6.27457032955623
"PPP1R14B"	0.497729523382401	7.34494791539637	102.435984070755	5.44846674698339e-07	2.15878701629791e-05	-6.26372569533965
"TTC6"	0.636146779023695	6.65794656606702	144.375710120328	5.61369947052151e-07	2.21345672475358e-05	-6.25075084104033
"GUCD1"	0.410224835747187	7.88696328037004	87.4833287159761	5.61705585662123e-07	2.21345672475358e-05	-6.25049125743029
"RPS3A"	0.311192081362891	9.10976220970152	53.8349368293965	5.75330650978682e-07	2.2609869224059e-05	-6.24008248813979
"SOAT1"	0.468544134501334	7.50624479748994	93.2655701430902	5.90237396941716e-07	2.31328271939596e-05	-6.22897327743365
"TSPAN1"	1.26868636859487	4.82996973545077	357.603301943256	6.16905191016527e-07	2.40476627290593e-05	-6.209781575322
"CD46"	0.28232072268591	9.32977793065861	52.9619944991283	6.46615655221673e-07	2.5138052703806e-05	-6.18935378488673
"ARID5B"	0.719185188326728	6.30099702471623	168.358370805636	6.75284733178311e-07	2.61122133989966e-05	-6.17051306868847
"RO60"	0.293429631886727	8.81840433762491	71.4222055639795	6.81732039829358e-07	2.62912233600325e-05	-6.16638629468556
"GNPTAB"	0.477222159331164	7.42512282040722	145.402477614992	7.68821307649238e-07	2.94925563692925e-05	-6.11417458883294
"SELENOI"	0.356188426660393	8.2525689954333	109.414877039602	7.72713413086687e-07	2.95634428043906e-05	-6.11198154902199
"IRF2BP2"	0.497984403541904	7.29890838108357	165.541387487739	8.15360298909745e-07	3.10308964285072e-05	-6.08865043880511
"RNU4-1"	0.632400026651601	6.63117274911273	69.1359759139835	8.29636517565999e-07	3.14913472888175e-05	-6.08111214014317
"HBP1"	0.515368483427662	7.19746165827597	161.836797393622	8.53621229303194e-07	3.23041808524563e-05	-6.06873479267615
"SNORD3A"	0.86190714375873	9.65986394810425	50.9129930525112	8.55517996576599e-07	3.23041808524563e-05	-6.06777085025882
"PSAT1"	0.470441210914574	7.44405101460234	124.755372120557	9.2878612870387e-07	3.48402388990284e-05	-6.03208427935083
"PUS7"	0.578050350876536	6.86727065350373	164.201870274301	9.29908188011682e-07	3.48402388990284e-05	-6.03155992822911
"RN7SL4P"	0.689878212696414	6.39738963445984	50.123794868065	9.55062731640128e-07	3.5690225387544e-05	-6.01996810159909
"RPL10A"	0.285935696243098	9.41513684148524	49.5530237774889	1.03503029929947e-06	3.84797125667582e-05	-5.98504693655879
"TASOR2"	0.378081032955493	8.04384053901167	110.598750841556	1.08869244467381e-06	4.03709490637759e-05	-5.96309479099349
"ZNF24"	0.297923174157168	8.71128973700752	79.4178343006512	1.19333195733175e-06	4.40254254258463e-05	-5.92323872884973
"BCL6"	1.25252439781356	4.78892790325651	367.380238086626	1.21554592466738e-06	4.47308528308896e-05	-5.91522862838556
"PART1"	1.20189508388481	4.88744691005203	364.346238813392	1.24970437034615e-06	4.58711284364114e-05	-5.90319271140166
"CPT1A"	0.605848828930956	6.70248975049214	198.242580377924	1.25633653480697e-06	4.59131241932756e-05	-5.90089401057287
"TNS3"	1.46882880149469	4.40582232870174	337.72926893685	1.25719797956971e-06	4.59131241932756e-05	-5.90059632560421
"KAZALD1"	0.737963809958757	6.1600813557214	245.040175959533	1.26719173196146e-06	4.61615285330644e-05	-5.89715766938402
"GADD45G"	1.79715716661704	3.95550503763416	439.648254450948	1.30851972384769e-06	4.7428100867883e-05	-5.88321972667817
"SLCO5A1"	1.19364551794481	4.89361944138801	353.161409525887	1.37923839655407e-06	4.98663642274126e-05	-5.86036066104703
"DPY19L3"	0.616094076276624	6.64487558909389	197.279113096169	1.38405396352084e-06	4.99156818464798e-05	-5.8588469766405
"EIF5A"	0.321175644042049	8.47932410001681	79.924010029573	1.39171202798722e-06	5.00670133053512e-05	-5.85645061931909
"CALD1"	0.382330145759185	7.98167749694348	107.026631238132	1.41219008588655e-06	5.0552210450721e-05	-5.85010684174357
"NOP16"	0.904630149368502	5.5964798885543	237.451046539527	1.48123291061352e-06	5.28928156871426e-05	-5.82937664719033
"SLC25A37"	0.574459790594844	6.82752908379282	163.704157179255	1.52508161116569e-06	5.43244587701435e-05	-5.81670691544469
"CLCN5"	0.782290748231476	5.96871723016945	237.971494989553	1.69125357848731e-06	5.99483069904006e-05	-5.77179127147893
"ADRA2A"	1.46563018117361	4.37144345625774	342.718542074981	1.80637200891802e-06	6.37164682755424e-05	-5.74319280508398
"SYCP3"	1.20722455390106	4.82722340237131	290.50495835785	1.93942133769555e-06	6.8077454819789e-05	-5.71232783055094
"ATP8B1"	0.811602458194677	5.84768209923604	233.048560249437	2.04086962566547e-06	7.14650279088959e-05	-5.69018473789174
"PFKM"	0.348847875128279	8.19567623598439	102.041811594088	2.07824334621238e-06	7.22489309445275e-05	-5.68230360127855
"RPS29"	0.341064317094445	8.25905951232336	64.44078608824	2.08591504104574e-06	7.23417345889773e-05	-5.68070338428745
"FXYD3"	0.513189309100429	7.09980547010287	141.640519875651	2.17268928865225e-06	7.48129345059258e-05	-5.6630023767039
"WWC1"	0.597297191618922	6.67580739336363	188.618454872398	2.19313328661893e-06	7.53375144681305e-05	-5.65893497348249
"RNU2-6P"	1.03449420973219	5.2006181469941	59.0594136679412	2.21828989594459e-06	7.60211101306888e-05	-5.65398169895237
"PAWR"	0.363530360597357	8.06759027357409	105.287941317016	2.27023812612944e-06	7.76174557448792e-05	-5.64392858710639
"TAF1D"	0.478628456947886	7.28811935615944	118.05133642362	2.30397484498997e-06	7.85851042647288e-05	-5.63752226689018
"RSL1D1"	0.44564481561695	7.48833019913707	134.507356873123	2.31913391009284e-06	7.89160343712064e-05	-5.63467417385647
"HID1"	0.698453098991326	6.23788973026024	207.563056034186	2.33449861742522e-06	7.92523920309944e-05	-5.63180637893805
"GULP1"	0.453344280171576	7.43131160710601	120.938602122555	2.48913437676634e-06	8.41071527027915e-05	-5.60395165722314
"SCARNA5"	0.827898614773722	5.76814352436861	141.206124153219	2.54339702916792e-06	8.57403446056562e-05	-5.59458584032844
"RPL7"	0.268613798538828	9.41932265689529	43.0794905341405	2.71171072669886e-06	9.10338797306575e-05	-5.56675664094768
"NPM1"	0.286999778049827	9.59027173311665	42.6857117725238	2.88478148346649e-06	9.6573402346973e-05	-5.5398870782167
"AKAP1"	0.630138261862922	6.49303159144426	193.768427893036	2.91736695274653e-06	9.72141955544245e-05	-5.53500894094003
"LGALSL"	0.672415119704213	6.31149611443775	161.457963627591	2.98894131868895e-06	9.93702743698381e-05	-5.5244826112972
"CLDN7"	0.435117249420434	7.51492000114502	132.344444548663	3.22031042278996e-06	0.000106816810399974	-5.49210226233934
"RPL24"	0.244855100935404	9.18554743719018	41.7501712599263	3.34705303396645e-06	0.000110513883509641	-5.47533740620317
"RPS13"	0.257936875417773	8.99810088367337	50.550860864349	3.39569421869879e-06	0.000111864532553125	-5.46907142476226
"PPP1R3B"	0.982312339120225	5.28220390586196	312.843946578354	3.41961967863125e-06	0.000112396681346284	-5.46602219238142
"RPL10"	0.270003752286636	9.06700695278772	41.3898860128111	3.54645170708917e-06	0.000115515280603432	-5.45020594967066
"LIN7A"	0.393164851568237	7.77750844950053	118.778427317254	3.89140779802614e-06	0.000126182824159314	-5.40989325515041
"PLEKHF2"	0.636611765155578	6.41881973661619	206.655260501013	4.2061461148804e-06	0.000135477249695769	-5.37611564468249
"DUS1L"	0.39374816105142	7.75129632099391	69.9864857169468	4.59590926670895e-06	0.000147702310700322	-5.33762855382113
"MT-TP"	0.960087132114052	5.30387038930771	103.008290636326	4.6412265533853e-06	0.000148623654264823	-5.33336723173532
"PGK1"	0.260357147089831	8.9290728818657	57.0717570677947	4.6451314982506e-06	0.000148623654264823	-5.33300198712647
"LUZP2"	1.41230314397331	4.34859834695617	377.74744999174	4.66709194993419e-06	0.000148996652935868	-5.33095364266409
"RPL35A"	0.247284847895277	9.07084151873423	40.6937814988674	4.95976254606687e-06	0.000157887900143145	-5.30453911532461
"GTF3A"	0.540770646531482	6.84931900018252	144.846959167755	4.96743151466816e-06	0.000157887900143145	-5.30386811173838
"VEGFA"	0.554332063899112	6.77703742211165	138.269582171818	5.10419528139126e-06	0.000161524884375231	-5.29207271829782
"IPO7"	0.286460822194188	8.64263403518867	78.1754156476929	5.12974903630238e-06	0.000161979106032762	-5.28990388144084
"ID3"	0.342203133576333	8.13386090231533	49.5451494632786	5.18351428395578e-06	0.000162965181683844	-5.28537570036289
"TBL1XR1"	0.312671224525582	8.3749598357192	79.0567697855922	5.86344680465935e-06	0.00018314723042977	-5.23184701057308
"LDHB"	0.324003382752302	10.2627385421982	38.2844844816068	5.92962875208691e-06	0.000184815282354916	-5.22697249651217
"RPL37"	0.262742794179352	9.64022401152961	38.1838741831543	6.03207581849165e-06	0.000187604044058121	-5.21953320836083
"AGPAT5"	0.41965129816276	7.53004927898304	115.09772509205	6.28799325145653e-06	0.000194725820990502	-5.20148793307182
"RPSA"	0.264284225435329	9.58856336402776	37.9167280518155	6.31372515634169e-06	0.000195104900023533	-5.19971432736654
"RPL32"	0.253633339719445	9.63773631667293	37.8989723601025	6.33295378105974e-06	0.00019528182853238	-5.19839368151381
"RPL31"	0.262494605459761	9.43576868638042	37.7346001005765	6.51406867417563e-06	0.000200439279076442	-5.18614766722366
"IQANK1"	0.734487933877038	5.9697551805856	191.781813652805	6.60799474159071e-06	0.000202897706906337	-5.17993031128378
"SRPRB"	0.489944716409148	7.08523182891146	114.822483246495	6.7225385107432e-06	0.000205977440555865	-5.17246670119758
"TSKU"	0.600762621993353	6.51589796523751	172.366807476583	6.81016901318413e-06	0.000207344556355092	-5.16684210973444
"TMEM64"	0.589665602425017	6.56682460360828	121.709887142049	6.83458948188036e-06	0.000207650909846542	-5.16528756611566
"HSPE1"	0.495574962263853	7.04337832285378	65.4452289305864	7.2416384283766e-06	0.000218640031213324	-5.14016316309826
"EEF1B2"	0.275669963137748	8.70274520719875	71.9270055945488	7.396125322218e-06	0.00022283909252066	-5.13099573863149
"CSRNP2"	0.423338311798148	7.48187681581787	125.006557448869	7.48488755531968e-06	0.000224577684284301	-5.12581471963235
"WSB2"	0.316287851723929	8.30754740347874	84.6251556497684	7.57505210464639e-06	0.000226482561455848	-5.12061437554083
"NME1"	0.642117254205763	6.3181062687233	145.136506898576	7.57969573673286e-06	0.000226482561455848	-5.12034822741677
"CCT6A"	0.260994398301668	9.27997243778566	36.7107247174478	7.77976739475112e-06	0.000231981435181218	-5.10903338767435
"ABLIM1"	0.546295618405884	6.75985246594063	112.040731292184	7.88438936802126e-06	0.000234617364280501	-5.10323193637033
"NUPR1"	0.47948282838644	7.12033928426937	149.371067544846	8.12314143395736e-06	0.000241225608660968	-5.09027598509478
"APRT"	0.39307063657386	7.67552700136829	84.2917617328134	8.40864048175153e-06	0.000248682533020635	-5.07527421573616
"BAIAP2"	0.650598953678833	6.26653842303123	197.162055308325	8.50785065004578e-06	0.000250591723219882	-5.07018014246821
"RPS27A"	0.28029938717189	9.97528300437896	36.0280186570506	8.77410192354666e-06	0.000257007639982574	-5.05679732495993
"MAGEA4"	0.287028776077722	8.55783162657426	56.5015402582189	9.19018847591706e-06	0.000268502031795379	-5.03667558184442
"VAV3"	0.96159602315025	5.19518686530936	271.986756119232	1.0403280297556e-05	0.000301539132645904	-4.98282970007588
"LARS1"	0.411815588787285	7.51210479428723	108.823930920918	1.05681499977134e-05	0.000305673170533863	-4.97600103124545
"ELOVL6"	0.447517085361189	7.27365719115179	90.2656078434801	1.08876390138566e-05	0.00031365943310437	-4.96306628685772
"TMEM123"	0.462668290591556	7.17737203772999	136.265513964995	1.10842237337731e-05	0.000318055642138546	-4.95529471661748
"CCT3"	0.240266849109753	9.30438745048919	34.6396466135952	1.12597615958835e-05	0.000322452816236964	-4.94847080475007
